TIPO;IDENTIFICACION;APELLIDO;NOMBRE;CARRERA_INDEFINIDA;INSCRIPCION;DOCUMENTACION;MATRICULA;EMAIL;TELEFONO;SEDE;SEXO;RESIDENCIA;TITULO;EGRESO;UNIVERSIDAD;NACIMIENTO;POSGRADO
NULL;634;2B;4F;ESPECIALIZACIO R;2020-08-11 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;0
NULL;635;318a;3E;ESP.X;2021-07-07 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;636;2B;4F;ESPECIALIZACIO R;2021-02-25 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;0
NULL;637;319a;3E;MAESTR Y;2022-02-14 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;638;2B;4F;ESPECIALIZACI W;2021-02-03 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;639;320a;3E;DOCTORADO Z;2022-03-16 00:00:00.0000000;1;1;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;2
NULL;640;2B;4F;DOCTORADO Y;2022-02-09 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;2
NULL;641;321a;3E;MAESTR X;2022-02-08 00:00:00.0000000;1;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;1
NULL;642;2B;4F;DOCTORADO Z;2021-03-18 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;2
NULL;643;322a;3E;DOCTORADO Y;2022-02-06 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE X;NULL;NULL;NULL;NULL;NULL;NULL;2
NULL;644;2B;4F;MAESTR Z;2021-08-02 00:00:00.0000000;0;0;CORREO@;Numero X;SEDE Y;NULL;NULL;NULL;NULL;NULL;NULL;1
